,S000,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040,S041,S042,S043,S044,S045,S046,S047,S048,S049,S050,S051,S052,S053,S054,S055,S056,S057,S058,S059,S060,S061,S062,S063,S064,S065,S066,S067,S068,S069,S070,S071,S072,S073,S074,S075,S076,S077,S078,S079,S080,S081,S082,S083,S084,S085,S086,S087,S088,S089,S090,S091,S092,S093,S094,S095,S096,S097,S098,S099
2019-01-02,-0.019709431301440514,0.009426557315215509,0.0060038179637108,-0.03567457615329361,-0.0018758113533483625,0.0228747334303239,0.010492698491012526,0.0248701533964669,0.005750431911107682,-0.02092837934475635,-0.018904658206260166,0.0077893693377277615,0.0028523941699475784,0.005862221807612882,0.007645473974920735,-0.004431078314141079,-0.027136503411092226,0.0026370757449088937,-0.012072986598833293,-0.010098696584849215,-0.02845782234081525,-0.004119705527126171,-0.0020058203816742284,-0.0189393326770053,0.0071821948271562335,-0.006919313469990259,-0.004731709910662439,0.018136692931715957,-0.008221217765307699,-0.0062538446770469165,0.026630581385833147,-0.024506672857966632,-0.01004434246750462,-0.04240415759475303,-0.010577155961710476,-0.0064156076470486545,0.002438320944013358,0.03609530488897131,-0.0363359517137306,-6.582281071308997e-05,-0.01928798053691862,-0.00648571450222837,-0.000672288471437041,-0.015834701222558156,-0.010795446673552303,-0.01642633057701494,0.005730442499964263,0.021280900672116576,0.01892176647738487,0.002929982356246404,-0.0020638411973644,0.010655390310906189,0.008568616914678195,-0.00017184975577484834,0.0107562438376135,0.07056357358447941,0.008077416750663891,-0.007520068757206638,0.00760613551647977,0.0005054542070832278,0.0018009500937844177,0.01240645199079571,0.002693391990940191,-0.007883293701498761,0.012012754708546389,0.010191791891426825,0.004471970332348149,-0.01614401990285686,0.01883022210599853,0.0036337502777477274,-0.019822169227189494,-0.001550124900542287,-0.0009202135621071102,0.00967837287087555,0.0048929072913704045,-0.02167963321826463,-0.02039398023732304,-0.025129685124602244,0.005303436595988256,-0.006745469246439416,-0.008044340646158337,0.002844030939159032,0.013233946639776345,-0.015012556823525008,-0.025911391968976502,0.0015133039824307914,0.010873556210873445,0.008084457634297371,-0.007666879152172364,-0.0003992496051538404,0.006525598574789656,-0.02959948766027373,-0.019908585070343394,-0.025055854482505833,0.009467286076755751,0.030101267942796398,-0.009018159091862274,-0.018801130848309738,-0.04550390859370254,-0.010027139003251622
2019-01-03,-0.00849154316927808,-0.011445051073155745,0.003223883875975352,-0.008926192508924641,0.01342138427937773,-0.012530782579422358,-0.0048339834523795045,0.007244863639861284,-0.03381024831651515,0.005924951018872289,-0.0072995306363367735,0.004573959113690561,0.02377563606262519,-0.007645028908730639,0.020127632991425636,-0.008366173655209927,-0.030535639223718034,0.006839461294964691,-0.04224016476079222,-0.004758816462438626,-0.007474116699100442,0.0006598495952908593,-0.010544348451289466,0.020279197228366658,0.047007420321356415,-0.0007865704582139418,0.001369652969397324,0.04631027360817964,-0.01549500335309319,0.005771324748932811,-0.027369032075381713,-0.020965344159201676,0.00852779607055502,0.01164391812729248,0.007599120816602097,-0.0003951060891333282,0.00042501182188517405,-0.012796969459992555,-0.01282708686491007,0.005260220294687109,-0.01059371233990543,0.0034702875175738825,0.006447035421088242,-0.0008441260010818277,0.010287372951771836,-0.014496193664698656,0.02007686791188123,0.00827205505664303,0.014572452805011708,0.009366367701511604,0.018282959647747763,-0.019723631686681935,0.030655873650902183,-0.002801313288285253,0.012780093919870528,0.004223204503508614,-0.03732841613849987,0.006315674094058729,-0.03057828004963184,-0.015663904722283153,-0.002982436452508233,0.015801160288003546,-0.008830650189016881,-0.013912519484085529,0.02412613917700481,-0.017436843304771053,0.01079624692888607,0.02962137622500868,0.0343903543171607,0.026512702961972622,0.013963777422764516,-0.016143308561919853,-0.0029612464879399236,-0.009082379423096396,-0.006307619231337975,-0.02072450392847563,-0.03012372348322373,0.011876235445057979,0.018266727546990758,-0.006568042825205204,0.004421886998249591,-0.004931758637435173,0.025880018980290034,-0.002538691081305794,-0.028126239630462367,0.021955330496868007,0.004709155748605924,-0.014609410520985118,0.012826453810013808,0.03439788727793573,-0.0040205463318025245,0.0005989562288052745,-0.012101869985726914,0.012599161402597097,0.009370278875480914,0.00020300362274127196,0.0018327393061737156,0.004140795038725277,-0.03166043150381554,-0.00935919651677106
2019-01-04,0.024501983631140405,0.04881332818764834,0.014423107793853723,0.011508454355847159,0.008624512512871692,0.01742631318705675,-0.006713143698134326,-0.011858915382216832,0.01210600795394387,0.005016458441914309,-0.014427067204993042,-0.005693806934787195,0.011270046157692521,0.002679759924100955,0.0071282344536512405,0.017749762516536656,-0.0015823812776578142,0.015026069021489544,0.014526301720298602,-0.0073419353409189085,0.04151647917558244,0.004490538952748629,-0.02673081814003815,0.0106965216359406,-0.0034519155483231038,0.0005634359397730594,0.005509997920113035,-0.0014479155809923967,0.004673032035843532,0.011897595172314668,-0.003475569677873808,0.006328143839655747,0.0015760025776728579,-0.03426562705095638,-0.005651209383091206,-0.04591498778896316,0.005027507178125448,-0.019461066723826883,0.024363021321952193,0.012208291661102287,0.022307852235997457,-0.0074606341657872605,0.0038026919915758388,-0.0028598712094487708,-0.013909685269046278,0.005358587921471129,0.018789250925236926,0.005368302778375928,-0.010284161676684316,0.008607413596705539,0.009343189794617224,0.023841888111019508,-0.00514286436243995,-0.012666830200011784,-0.0038810911257417223,-0.0018908955186881888,0.017920558114012445,-0.009334727948296376,-0.004776728643196511,-0.015541921291811806,1.812748481968987e-05,-0.0010318854592099849,0.02614522396026492,-0.008507603429731524,0.013802124669344506,0.00025456156172841546,-0.005627683948057726,0.01042677770501288,-0.00228125030692544,-0.01006015070225191,0.024175927414431485,-0.008993775744380114,0.008549328203958378,-0.013753686155403457,0.0036951413955408703,-0.00525802793662953,7.224318014405456e-05,0.03437990995169886,-0.0012899416758507184,0.004639572966510787,-0.015881454869211612,-0.0027025095785108877,-0.016302747011408488,-0.01143091445759057,-0.00229808283145174,0.014674671585785047,0.015604420200663856,-0.014836318164601044,0.03099815448888991,0.010007480151681142,0.014299456550441965,0.008627439914949922,-0.009511603680097815,0.022249996321574626,-0.005535485534568573,-0.028317041790342373,-0.00880385594066767,0.0008699160559914509,0.00011387537290065034,-0.00817811668772073
2019-01-07,0.0006798080601672615,0.01995502082813376,0.0011004589864247426,-0.009415896413673634,0.018749939716549025,0.03490214322790974,2.4628753492426475e-05,0.010034512421214212,0.020195292605639438,0.02749028731622292,0.010730497409921635,0.00470700199780945,0.005721951859194855,-0.010197401503631843,0.002815986713417755,-0.02913623212267278,-0.018288107846804718,0.019817993381475045,0.008991348982269448,0.022010834818889328,-0.00390019094077007,-0.008581967176287397,-0.0016896324458789604,0.0008024261604261034,0.006880313932765777,0.006597405398022751,-0.00721103455126762,0.009320873942564556,-0.008431210148313219,0.0034917897788296856,-0.008022039127037384,-0.016021838271631724,0.0027049289363731297,0.01183733507200356,-0.0001682675346839384,0.042055424622120925,-0.004097272373109104,-0.0038212429702475527,-0.031145546297238133,-0.001475042622816785,-0.00762721641165981,-0.008650521885958972,0.005229013080533769,-0.002245446671862847,0.03139031986481211,0.014502688250430669,-0.000397864081478271,-0.003277031502069453,0.008316908754601626,0.006734469671306022,-0.02406416251384657,-0.05166434752575267,-0.005136647795826203,-0.004151975972574179,0.013355115890670094,0.0017039657834709942,-0.013640079834476924,0.012772952244189487,0.013537056111489061,0.00316134396471555,0.0013384127629598175,0.008010566663224576,-0.0034147315009908957,0.005964550862439514,0.004244639286774004,-0.00754257189974296,0.01747398509151945,-0.028723930262114332,0.002374246742896305,-0.0020719691532288813,-0.002429391882590692,-0.0007976285534988896,-0.012538758040914422,-0.025200153963561664,-0.0031802005152411794,0.017358301501139737,0.0213509646235153,-0.005006003072328738,0.0026236883989954616,-0.011024936810960161,-0.019995047848084584,8.199318721395271e-06,-0.020686828004502895,0.0041931542729252294,-0.02569552967028466,-0.0038212847662718883,0.013078694828261786,0.006135985365996369,0.0063963469444727,-0.013003160382119777,0.011673253577635335,-0.011105916434278664,0.004898119397374904,-0.002469980467939285,-0.014010972599434637,0.00507548305858837,0.0059694454493970485,0.010107183336107713,-0.007934545248191286,0.008958666955519832
2019-01-08,0.016860784012701642,-0.003336996833196824,0.01278756113012877,0.04516129895976192,0.024122361600228074,-0.0224535640296394,-0.011258354117910263,0.01120688839199169,-0.023200524084379004,-0.02921863311919342,-0.015640907304168616,0.002646215080024651,0.007452410280976995,-0.002854111371991546,0.001477464686033218,-0.009921169564032455,-0.01445010569438978,0.04679195123659666,0.0003797864438607554,0.023523669840122895,-0.011784599063209365,0.003107803581190655,-0.014516212582063091,-0.02704752869607901,-0.01728207327624066,-0.01608951464967157,-0.013237905683127922,-0.0028621744297399137,0.009154267437729893,0.006817533230485491,0.0340722034985237,-0.004070326649483145,0.01093726963011461,-0.029091177805577625,-0.0006224622817728473,-0.007892741262695355,-0.006567498418548329,0.007534921037169758,0.0037227038588203464,-0.009872929882716628,-0.03989886449745645,-0.005566653071403305,0.006633279774374186,-0.002590260251193888,-0.01724046236065603,-0.023638229843594604,0.017190683186173488,0.01856975172396945,0.02091033689924654,0.009307289118217849,-0.01888068850206064,0.018484082954978238,-0.004320377112483118,0.014013848137235541,0.005013097091342481,0.006141746009658982,-0.010240117166554458,-0.002413814965426776,-0.016954318968395974,0.004831073923799298,0.018430472404433948,0.0006845289591665791,-0.00040469926755086255,-0.012419934920527429,-0.0009837837447022291,0.019789939677073945,-0.009857319642762902,0.04004551283938276,0.00038755415321831436,0.013667708105582693,-0.0028650564391472415,0.004667284145412128,-0.010765386277012165,0.01764414829288503,-0.014795241540449536,-0.0067834820016365325,-0.006682557320839867,0.001972835368535628,0.009760525689844295,0.008482314144632774,0.016533271581675488,-0.004618672792790769,0.033599924503026755,-0.011752932726613402,0.005738931097150704,-0.020428485166242173,0.019319448573147466,0.01425326780607508,-0.006540177113430321,0.014325984215479025,-0.03348324340012084,-0.049543171164623256,0.022130875248413392,-0.004273828980093551,0.00798234516397772,-0.013408340552033667,-0.009775111648930412,0.04536090984349863,0.0026349543070448506,0.012640658146508478
2019-01-09,-0.006569353912949967,-0.010773011616720394,-0.030270375632196717,-0.001996226245097195,0.013481731750777392,-0.03603230171671657,-0.003323501942665189,-0.01580788358820932,-0.03042198533255268,-0.0104702255383159,-0.0509672856042273,0.014058499375324093,0.02064809219402154,-0.00869298453238297,-0.014047793481877902,-0.024764498462288374,0.012708247513981863,-0.062230474486055336,-0.013726415276052404,-0.023679523751838603,0.00748670853378918,-0.008369518886445784,0.007671561631219587,-0.004962592090337994,0.030604080078665347,-0.0036031682719655715,0.010138098699627654,-0.014642086844980435,-0.0036620631574269943,-0.0175963885552294,-0.02630971035195994,0.004920210927849853,0.0022297127200246107,0.02646478408250966,0.020823377703836462,0.01522717412425308,-0.031139244501784177,-0.010619506263548347,-0.01104694479299509,-0.013731967112481413,-0.013976604174344298,0.006105874267135498,0.0009614194394067609,0.012116887080975445,0.05126801382128181,0.032916140011769075,0.010040831641677843,0.03010954281179743,-0.0005856986125809813,-0.005090002641419497,0.03333404710293788,0.0038732257755408044,0.001895760284942928,-0.021369046554395157,0.007499910392773341,-0.024196163528796198,-0.008438198787430698,0.014155672222500203,0.026532080585093577,0.005467326459026126,0.003435700629353532,-0.001487467521981786,0.005173453415055149,0.020024052957856944,2.3226370541306782e-05,0.0016441389915125364,-0.015186551740772563,-0.008890071048234255,0.005935413466781258,0.012287955455520347,-0.004646477949771091,-0.009507953314079345,0.025492397203822757,-0.03724267580694012,0.005269483383029391,-0.050962551625863675,0.019283450105343505,0.032245338540318524,0.013337715477077707,-0.015659734225275508,0.019477156445146294,0.018877948169090716,-0.030566735203415032,0.006165269991998706,0.013885256084003176,0.0426032312398052,0.03262333064894243,0.004129005326962529,0.012817663866107318,0.02124492725850203,-0.03932143702363953,-0.0146248062946506,0.005990417677169678,-0.015326605798673978,-0.00448027581538868,0.009492313209456902,-0.009205678491439705,0.02015672443629233,-0.04393388631966534,-0.00014637365868239575
2019-01-10,0.02447151890564942,-0.009118956182704986,0.009033441061866137,-0.04831215854559328,0.036687478756165466,0.010514996410682041,-0.0003620361068124917,0.002258381307034095,-0.03901752764222625,0.0238938895728252,-0.02939986412954788,0.006283719798367006,-0.008546050263876379,-0.004736586731734795,-0.0014684577276545979,0.01339796543552671,0.01771305507371909,0.0033488881402175194,0.01629517411136883,-0.012031626743146218,0.032224360566802716,-0.006510779652927413,0.01008777601572623,0.016865664576869638,-0.02143292200866881,0.010918353050387568,0.026410007230872667,-0.0031236348023276506,-0.006386303823971137,-0.008318100571966459,-0.031027573529528427,0.03309292919129027,0.020925168690236133,0.011985310333478659,-0.004419282525624411,0.0190274303855723,0.006215258439295894,-0.007683218754490037,0.01308731348554767,-0.008506877761848714,0.007132245193005458,-0.015200731007393444,-0.009367756358813135,0.022601999503973035,0.0011864683880872218,0.021467114156088277,-0.048148376286452646,-0.014121400478827392,-0.010065489740453105,0.0005721437588835398,0.02479077249640574,-0.016532146610497834,0.028412974462511682,0.00797368695130248,-0.006602016661850331,0.026652523835892748,0.027598701530317373,-0.0026339589543392405,0.008909729942232103,-0.002444752124491444,0.014614926689528547,0.0003486152341360733,0.015697623425423007,0.018191242418548755,0.005301674752171617,0.028257521875168296,0.00768527556220728,0.015580892393918801,-0.012798345315668022,0.004148150284943113,-0.025899985421388386,-0.003110367681178997,0.015183344411910332,0.008481961204379565,0.0068580171059262505,-0.023537891696558278,-0.023618511810770383,-0.017235764905361804,-0.028322039786146717,0.004997950526421668,0.02032890805541008,0.008112383341958867,-0.05013426540523037,0.006843816320607503,-0.003058987410027948,0.05520219243361331,-0.026715488168183806,-0.019924035265905055,0.025763073132371483,-0.013367951114030656,0.025530944106452298,-0.008275037326440306,-0.006288163378839201,0.036866820752668686,-0.009971187482003699,-0.0074463640227479064,-0.00798151793571915,0.010680067045135761,0.011008908110521355,-0.0004935328132912997
2019-01-11,0.00017460622123016375,-0.015267477977230182,-0.013468382043912784,-0.015409187058028472,-0.011938271957430262,0.0035668355237852686,-0.005847012494407156,0.012631723211704188,-0.024239556694732378,-0.01776302433283001,-0.015292169475170106,0.01362931165135665,0.009357487246567923,-0.006098603308635018,0.006491818814745554,-0.04353082079831241,-0.0067422123232934745,0.03816627949724099,-0.01292105138035603,0.0035933864485869905,-0.007000725734793254,0.0034157969099281957,-0.020587027986745263,-0.026854540011742537,0.0087011686321275,-0.010423817585299708,0.021052384284314937,0.0053386767266317015,-0.01409491445168644,-0.015294634531741614,-0.05355782972384585,-0.0018329229933129773,0.01605597876752918,0.002220422754308763,0.009198407852237517,0.01903966644419559,-0.011269320359438579,-0.03427979396900934,-0.006685481442852461,0.005936573656316603,-0.0016709984733456616,0.0037197307148428816,-0.009370886142970053,0.028985639532739305,-0.009835810549062353,0.029671668541134677,-0.015859059168339757,-0.005562312414581886,0.008181742532397965,0.003270703685595574,0.033645047197400475,-0.006667678031780912,0.006496618907156683,0.022271508532091033,-0.004556727779039934,-0.05841115613409172,-0.007215440286795564,0.008948687457678914,0.023658474590691255,-0.007964384918536342,-0.004609684276445351,0.0054089171294777316,0.007140840437065671,-0.03198611995484542,-0.0015416751770101515,-0.008680532856340004,0.001682177876937428,0.015858054572299024,0.010141144395879322,0.009158186032860307,-0.009359213903136966,-0.0027682209292757072,0.0007660826247022058,-0.04140924587082995,0.0019358936285074084,-0.04760621419350025,-0.005120515457535596,0.021910098710630405,-0.009804355395851533,0.00196976576263045,0.007855800038588203,0.012797264725948072,-0.008979567995851478,-0.0039913036917135925,-0.018576898821429325,0.030721799266252032,0.030907500686465285,-0.034025932076079145,0.00526482370512277,0.02479836851134205,0.010314644096778305,0.0016648728402910923,-0.022657131556951416,0.019144744290421643,-0.020669818099473623,-0.031755474035733,0.008762465992677876,-0.005089137335371065,-0.027279245417715963,-0.017959561498982222
2019-01-14,-0.02229536412254878,-0.007997874143114354,-0.008896444566879757,0.007861507323803389,0.001126910217783547,0.009135218682033305,0.002666689717246112,0.030377318365412197,-0.017887289947548755,-0.006966815394405259,0.025721617407588132,0.010872895222410075,-0.015125181578016443,-0.007281400111586317,0.009474849696183285,-0.0008176730160333085,0.0008494518168389169,-0.006656814808536474,-0.015456087012463265,0.0042859413997337,-0.017440063934111294,-0.004819321196582705,0.00907751005969246,-0.026933033642959417,0.000753954311950014,0.018732397399747056,-0.029648860397245305,0.0003422371751613077,-0.0025082861872625056,-0.0017877324165868668,0.01563833139498854,-0.000461565300534948,0.010534959878266525,0.01137484884115367,0.019890166228782924,-0.031143105453501047,0.010347426840211742,0.026209534630498778,-0.0029087311881342667,-0.0092444801457282,-0.030637578070736398,0.008218644478521959,0.0008269736225506872,-0.0025923415072503777,0.03283489369885884,-0.025553039548698465,-0.010325951004875582,0.005790393310246943,0.021056667795135403,-0.022702032839818084,0.0055505504259980186,-0.0563138936317684,0.022719182151342138,-0.028251659925801642,-0.004739226076386078,-0.006109087156723219,-1.4843711156887129e-05,0.00033093929935409765,0.005024480376504046,0.007335329997994367,0.010030544157860592,0.003123633129870377,-0.010200676301394682,-0.016555634587222295,-0.015212978828703972,0.01373100129464325,-0.013622085028107616,0.003994283301497979,0.009401512786153247,0.03385624269591237,-0.020599096802396674,0.00409141220240792,0.02405350593125821,0.027530565656551917,-0.021454985519333867,-0.007934995689532189,0.00527659645552668,-0.009818554764926771,-0.00155375906254916,-0.011169633013139321,-0.016396052544483994,0.005799241417464637,0.010460347627914788,-0.002404396920172308,-0.008603547229745552,0.022822614995701963,0.03730203992309475,0.0065219612826501695,-0.021543090422404272,-0.0379608630423006,-0.04055258033953139,-0.013250851818256283,0.044770222432133855,-0.039398983555754746,0.010657611166281783,0.010563232742244827,-0.005075110029236433,0.0191525036626408,0.0012166229637375376,0.00697016294110138
2019-01-15,-0.024928339491767395,-0.038395621638172714,-0.001759278430592791,-0.03788587944716929,0.004564803998768795,-0.009207260717660887,0.02751289499205628,-0.003924397841490124,0.010721641393751528,-0.029846561850421335,-0.011180420020785026,0.0069576999216907215,-0.0371278286842941,0.0009255423343256015,0.0052969893088969065,-0.006603154696662661,0.00907171332431353,0.02994334577288445,-0.007546223777188379,-0.024162561061069687,-0.0717523196002719,-0.0022339475966861554,0.009176962365099168,-0.044853139713732726,-0.022811469225857618,-0.007447671943060496,-0.007916176275861695,0.004779257125075966,-0.0061856925854708025,0.006169695458900027,-0.012348020237319748,0.005735096460765485,0.026826898849680817,-0.0018047045423432283,-0.008863200739727349,-0.024564841645719458,-0.0036775366234361867,0.03064949623383222,-0.007906817086920743,-0.016093535700822763,-0.0435215873239288,0.0020327519197234243,-0.0004177257930607403,-0.0018849792914301397,0.028226714354866206,-0.022900044282719634,-0.041417350133656314,0.004212995959361,0.017403415261724224,-0.01507797060184148,0.028002973030204614,-0.0077043072997906295,-0.009187331476227422,0.01963375981222279,-0.015515084504935463,-0.0170498831443735,0.007415597646243999,-0.006164692272419739,0.02642698418433943,0.00542848307654305,0.013864358650519418,0.0021791768567577994,0.007973072380054085,-0.009004176472072939,0.02066461984811084,0.03999197186558815,0.06361500024210472,-0.02973835794212371,-0.009120498213439607,0.0009389783786396509,-0.01959030078770375,0.002406459302671891,-0.003778193253235286,0.01816181943469119,-0.01312023953736496,-0.02079063189011547,-0.0012832794164904103,-0.03732028364877315,0.013404018616265684,-0.016873510123158037,0.008761799725828315,-0.0028870797644146022,0.019297948686041854,0.01735978625295043,0.01696513267492589,-0.0053155902420634425,0.02450140277398196,-0.006685337243712181,-0.0008934453967587854,-0.02278767187362674,-0.016040538750816985,-0.062485404775778366,0.00044230802001629817,-0.007940812211956715,0.019229186034096377,0.02083722319596821,-0.021124011991520853,0.03670636051587014,0.012389120137198168,0.0012666756319751836
