return,vol,sharpe
-0.27860773790340115,0.016586626856724726,-19.208711973539565
-0.2701070575533608,0.016586626856724726,-18.696209918512388
-0.2616063772033205,0.016586626856724726,-18.183707863485214
-0.2531056968532801,0.016586626856724726,-17.67120580845804
-0.24460501650323976,0.016586626856724726,-17.158703753430867
-0.23610433615319942,0.016586626856724726,-16.64620169840369
-0.22760365580315908,0.016586626856724726,-16.133699643376517
-0.21910297545311874,0.016586626856724726,-15.621197588349343
-0.21060229510307837,0.016586626856724726,-15.108695533322166
-0.20210161475303806,0.016586626856724726,-14.596193478294996
-0.1936009344029977,0.016586626856724726,-14.083691423267819
-0.18510025405295735,0.016586626856724726,-13.571189368240645
-0.176599573702917,0.016586626856724726,-13.058687313213472
-0.16809889335287664,0.016586626856724726,-12.546185258186295
-0.15959821300283633,0.016586626856724726,-12.033683203159123
-0.15109753265279596,0.016586626856724726,-11.521181148131948
-0.14259685230275562,0.016586626856724726,-11.008679093104773
-0.13409617195271528,0.016586626856724726,-10.4961770380776
-0.12559549160267494,0.016586626856724726,-9.983674983050424
-0.11709481125263457,0.016586626856724726,-9.471172928023249
-0.10859413090259423,0.016586626856724726,-8.958670872996075
-0.10009345055255389,0.016586626856724726,-8.4461688179689
-0.09159277020251355,0.016586626856724726,-7.933666762941726
-0.08309208985247321,0.016586626856724726,-7.421164707914552
-0.07459140950243287,0.016586626856724726,-6.9086626528873785
-0.0660907291523925,0.016586626856724726,-6.396160597860202
-0.05759004880235216,0.016586626856724726,-5.883658542833028
-0.04908936845231182,0.016586626856724726,-5.3711564878058535
-0.04058868810227148,0.016586626856724726,-4.85865443277868
-0.03208800775223114,0.016586626856724726,-4.346152377751506
-0.023587327402190772,0.016586626856724726,-3.8336503227243295
-0.01508664705215046,0.016586626856724726,-3.321148267697157
-0.006585966702110091,0.016586626856724726,-2.8086462126699807
0.0019147136479302773,0.016586626856724726,-2.296144157642805
0.01041539399797059,0.016586626856724726,-1.7836421026156326
0.01891607434801096,0.016586626856724726,-1.2711400475884567
0.02741675469805127,0.016586626856724726,-0.7586379925612842
0.03591743504809164,0.016586626856724726,-0.24613593753410837
0.04441811539813201,0.016586626856724726,0.2663661174930675
0.05291879574817232,0.016586626856724726,0.77886817252024
0.06141947609821269,0.016586626856724726,1.2913702275474157
0.069920156448253,0.016586626856724726,1.8038722825745883
0.07842083679829337,0.016586626856724726,2.316374337601764
0.08692151714833374,0.016586626856724726,2.82887639262894
0.09542219749837405,0.016586626856724726,3.3413784476561124
0.10392287784841442,0.016586626856724726,3.853880502683288
0.11242355819845473,0.016586626856724726,4.366382557710461
0.1209242385484951,0.016586626856724726,4.878884612737636
0.1294249188985354,0.016586626856724726,5.391386667764809
0.13792559924857578,0.016592470247086148,5.901809543143389
0.14642627959861615,0.016684751896017744,6.378655209372192
0.15492695994865646,0.016887641533642552,6.805388409015304
0.16342764029869683,0.017197713675455844,7.1769796048442025
0.17192832064873714,0.017618118539978016,7.488218469490543
0.1804290009987775,0.018161489482667627,7.732240306214728
0.18892968134881788,0.01883319026711558,7.907830762420656
0.1974303616988582,0.019630287610039453,8.019768473404541
0.20593104204889856,0.02054990839808167,8.074539255094109
0.21443172239893887,0.02159871271947531,8.07602400497025
0.22293240274897924,0.022791736364994365,8.02626003650795
0.2314330830990196,0.024147722078278016,7.9275834995310985
0.23993376344905998,0.025693085408760453,7.7816175156950775
0.24843444379910024,0.027483433116297393,7.584003167184406
0.2569351241491406,0.029583060529856955,7.33308590333975
0.26543580449918097,0.032096441170356996,7.023700954963959
0.27393648484922134,0.03510808189343667,6.663322865637809
0.2824371651992617,0.03872166881679582,6.26102057600634
0.29093784554930197,0.042989388974488355,5.837204285416075
0.29943852589934233,0.04792532647867151,5.413390892909239
0.3079392062493827,0.053459476936914385,5.012005758409649
0.31643988659942307,0.059521184607706806,4.644394906139513
0.32494056694946344,0.06614900075979478,4.307556632399649
0.3334412472995037,0.07354183946975386,3.990126564894935
0.34194192764954406,0.08326211591892219,3.62640228772909
0.35044260799958443,0.09632615686559637,3.222827714727
